source_file,source_model,python,python_version,summary,job_started,node,model_dir,result_dir,vllm_log,model_tag,vllm_model,dtype,enforce_eager,tool_call_parser,served_model_name,generation_config,enable_auto_tool_choice,host,architecture,max_model_len,model,fault,seed,range,output,project_dir,tau2_dir,domain,task_set,tasks,trials,max_steps,max_errors,agent,agent_model,user,user_model,save,concurrency,verbose
Rollout-llama-tau2-118174.out,llama-tau2,,,model=Llama-3.1-8B-Instruct; fault=clean; seed=2; range=0 -> 10; domain=retail; agent=llm_agent; user=user_simulator; concurrency=3; output=/gpfs/projects/imt526a/group2/agent-reliability/results/Llama-3.1-8B-Instruct/clean/seed_2,,,,,,,,,,,,,,,,,Llama-3.1-8B-Instruct,clean,2,0 -> 10,/gpfs/projects/imt526a/group2/agent-reliability/results/Llama-3.1-8B-Instruct/clean/seed_2,,,retail,Default,All,1,200,10,llm_agent,hosted_vllm/Llama-3.1-8B-Instruct,user_simulator,o4-mini,Not specified,3,False
Rollout-Qwen2.5-tau2-118543.out,Qwen2.5-tau2,,,model=Qwen3-8B; fault=clean; seed=2; range=0 -> 10; served_model_name=Qwen3-8B; vllm_model=/gpfs/projects/imt526a/group2/agent-reliability/models/Qwen3-8B; dtype=bfloat16; tool_call_parser=qwen25; output=/gpfs/projects/imt526a/group2/agent-reliability/results/Qwen3-8B/clean/seed_2,,,,,,/gpfs/projects/imt526a/group2/agent-reliability/models/Qwen3-8B,/gpfs/projects/imt526a/group2/agent-reliability/models/Qwen3-8B,bfloat16,,qwen25,Qwen3-8B,,True,127.0.0.1,,,Qwen3-8B,clean,2,0 -> 10,/gpfs/projects/imt526a/group2/agent-reliability/results/Qwen3-8B/clean/seed_2,,,,,,,,,,,,,,,
Rollout-Qwen2.5-tau2-118546.out,Qwen2.5-tau2,,,model=Qwen3-8B; fault=clean; seed=2; range=0 -> 10; output=/gpfs/projects/imt526a/group2/agent-reliability/results/Qwen3-8B/clean/seed_2,,,,,,,,,,,,,,,,,Qwen3-8B,clean,2,0 -> 10,/gpfs/projects/imt526a/group2/agent-reliability/results/Qwen3-8B/clean/seed_2,,,,,,,,,,,,,,,
Rollout-Qwen2.5-tau2-118547.out,Qwen2.5-tau2,,,model=Qwen3-8B; fault=clean; seed=2; range=0 -> 10; domain=retail; agent=llm_agent; user=user_simulator; concurrency=3; output=/gpfs/projects/imt526a/group2/agent-reliability/results/Qwen3-8B/clean/seed_2,,,,,,,,,,,,,,,,,Qwen3-8B,clean,2,0 -> 10,/gpfs/projects/imt526a/group2/agent-reliability/results/Qwen3-8B/clean/seed_2,,,retail,Default,All,1,200,10,llm_agent,hosted_vllm/Qwen3-8B,user_simulator,o4-mini,Qwen3-8B/clean/seed_2_0_10_118547_,3,False
Rollout-Qwen2.5-tau2-118597.out,Qwen2.5-tau2,,,model=Qwen3-8B; fault=clean; seed=2; range=0 -> 10; output=/gpfs/projects/imt526a/group2/agent-reliability/results/Qwen3-8B/clean/seed_2,,,,,,,,,,,,,,,,,Qwen3-8B,clean,2,0 -> 10,/gpfs/projects/imt526a/group2/agent-reliability/results/Qwen3-8B/clean/seed_2,,,,,,,,,,,,,,,
Rollout-Qwen2.5-tau2-118600.out,Qwen2.5-tau2,,,model=Qwen3-8B; fault=clean; seed=2; range=0 -> 10; domain=retail; agent=llm_agent; user=user_simulator; concurrency=3; output=/gpfs/projects/imt526a/group2/agent-reliability/results/Qwen3-8B/clean/seed_2,,,,,,,,,,,,,,,,,Qwen3-8B,clean,2,0 -> 10,/gpfs/projects/imt526a/group2/agent-reliability/results/Qwen3-8B/clean/seed_2,,,retail,Default,All,1,200,10,llm_agent,hosted_vllm/Qwen3-8B,user_simulator,o4-mini,Qwen3-8B/clean/seed_2_0_10_118600_,3,False
Rollout-Qwen2.5-tau2-119080.out,Qwen2.5-tau2,,,model=qwen2.5-7b-instruct; fault=clean; seed=2; range=0 -> 10; domain=retail; agent=llm_agent; user=user_simulator; output=/gpfs/projects/imt526a/group2/agent-reliability/results/qwen2.5-7b-instruct/clean/seed_2,,,,,,,,,,,,,,,,,qwen2.5-7b-instruct,clean,2,0 -> 10,/gpfs/projects/imt526a/group2/agent-reliability/results/qwen2.5-7b-instruct/clean/seed_2,,,retail,Default,All,1,200,10,llm_agent,hosted_vllm/qwen2.5-7b-instruct,user_simulator,o4-mini,,,
hermes10-119142.out,hermes10,,,domain=retail; agent=llm_agent; user=user_simulator; concurrency=3,,,,,,,,,,,,,,,,,,,,,,,,retail,Default,All,1,200,10,llm_agent,hosted_vllm/NousResearch/Hermes-2-Pro-Llama-3-8B,user_simulator,gpt-4o-mini,Not specified,3,False
vllm-hermes-119142.log,hermes,,,served_model_name=NousResearch/Hermes-2-Pro-Llama-3-8B; vllm_model=NousResearch/Hermes-2-Pro-Llama-3-8B; architecture=LlamaForCausalLM; max_model_len=8192; dtype=bfloat16; tool_call_parser=hermes; enforce_eager=True,,,,,,NousResearch/Hermes-2-Pro-Llama-3-8B,NousResearch/Hermes-2-Pro-Llama-3-8B,bfloat16,True,hermes,NousResearch/Hermes-2-Pro-Llama-3-8B,vllm,True,127.0.0.1,LlamaForCausalLM,8192,,,,,,,,,,,,,,,,,,,,
Rollout-Qwen2.5-tau2-119144.out,Qwen2.5-tau2,,,model=qwen2.5-7b-instruct; fault=clean; seed=2; range=0 -> 10; domain=retail; agent=llm_agent; user=user_simulator; output=/gpfs/projects/imt526a/group2/agent-reliability/results/qwen2.5-7b-instruct/clean/seed_2,,,,,,,,,,,,,,,,,qwen2.5-7b-instruct,clean,2,0 -> 10,/gpfs/projects/imt526a/group2/agent-reliability/results/qwen2.5-7b-instruct/clean/seed_2,,,retail,Default,All,1,200,10,llm_agent,hosted_vllm/qwen2.5-7b-instruct,user_simulator,o4-mini,,,
Rollout-Qwen2.5-tau2-119147.out,Qwen2.5-tau2,,,model=qwen2.5-7b-instruct; fault=clean; seed=2; range=0 -> 10; domain=retail; agent=llm_agent; user=user_simulator; output=/gpfs/projects/imt526a/group2/agent-reliability/results/qwen2.5-7b-instruct/clean/seed_2,,,,,,,,,,,,,,,,,qwen2.5-7b-instruct,clean,2,0 -> 10,/gpfs/projects/imt526a/group2/agent-reliability/results/qwen2.5-7b-instruct/clean/seed_2,,,retail,Default,All,1,200,10,llm_agent,hosted_vllm/qwen2.5-7b-instruct,user_simulator,o4-mini,,,
qwen3-14b-10-119149.out,qwen3-14b-10,,,domain=retail; agent=llm_agent; user=user_simulator; concurrency=3,,,,,,,,,,,,,,,,,,,,,,,,retail,Default,All,1,200,10,llm_agent,hosted_vllm/Qwen/Qwen3-14B,user_simulator,gpt-4o-mini,Not specified,3,False
vllm-qwen3-14b-119149.log,qwen3-14b,,,served_model_name=Qwen/Qwen3-14B; vllm_model=Qwen/Qwen3-14B; dtype=bfloat16; tool_call_parser=hermes; enforce_eager=True,,,,,,Qwen/Qwen3-14B,Qwen/Qwen3-14B,bfloat16,True,hermes,Qwen/Qwen3-14B,vllm,True,127.0.0.1,,,,,,,,,,,,,,,,,,,,,,
Rollout-Qwen2.5-tau2-119151.out,Qwen2.5-tau2,,,model=qwen2.5-7b-instruct; fault=clean; seed=2; range=0 -> 10; domain=retail; agent=llm_agent; user=user_simulator; output=/gpfs/projects/imt526a/group2/agent-reliability/results/qwen2.5-7b-instruct/clean/seed_2,,,,,,,,,,,,,,,,,qwen2.5-7b-instruct,clean,2,0 -> 10,/gpfs/projects/imt526a/group2/agent-reliability/results/qwen2.5-7b-instruct/clean/seed_2,,,retail,Default,All,1,200,10,llm_agent,hosted_vllm/qwen2.5-7b-instruct,user_simulator,o4-mini,,,
Rollout-Qwen2.5-tau2-119152.out,Qwen2.5-tau2,,,model=qwen2.5-7b-instruct; fault=clean; seed=2; range=0 -> 10; domain=retail; agent=llm_agent; user=user_simulator; output=/gpfs/projects/imt526a/group2/agent-reliability/results/qwen2.5-7b-instruct/clean/seed_2,,,,,,,,,,,,,,,,,qwen2.5-7b-instruct,clean,2,0 -> 10,/gpfs/projects/imt526a/group2/agent-reliability/results/qwen2.5-7b-instruct/clean/seed_2,,,retail,Default,All,1,200,10,llm_agent,hosted_vllm/qwen2.5-7b-instruct,user_simulator,o4-mini,,,
Rollout-Qwen2.5-tau2-119153.out,Qwen2.5-tau2,,,model=qwen2.5-7b-instruct; fault=clean; seed=2; range=0 -> 10; domain=retail; agent=llm_agent; user=user_simulator; output=/gpfs/projects/imt526a/group2/agent-reliability/results/qwen2.5-7b-instruct/clean/seed_2,,,,,,,,,,,,,,,,,qwen2.5-7b-instruct,clean,2,0 -> 10,/gpfs/projects/imt526a/group2/agent-reliability/results/qwen2.5-7b-instruct/clean/seed_2,,,retail,Default,All,1,200,10,llm_agent,hosted_vllm/qwen2.5-7b-instruct,user_simulator,o4-mini,,,
qwen3-14b-10-119159.out,qwen3-14b-10,,,domain=retail; agent=llm_agent; user=user_simulator; concurrency=3,,,,,,,,,,,,,,,,,,,,,,,,retail,Default,All,1,200,10,llm_agent,hosted_vllm/Qwen/Qwen3-14B,user_simulator,gpt-4o-mini,Not specified,3,False
vllm-qwen3-14b-119159.log,qwen3-14b,,,served_model_name=Qwen/Qwen3-14B; vllm_model=Qwen/Qwen3-14B; architecture=Qwen3ForCausalLM; max_model_len=40960; dtype=bfloat16; tool_call_parser=hermes; enforce_eager=True,,,,,,Qwen/Qwen3-14B,Qwen/Qwen3-14B,bfloat16,True,hermes,Qwen/Qwen3-14B,vllm,True,127.0.0.1,Qwen3ForCausalLM,40960,,,,,,,,,,,,,,,,,,,,
Rollout-Qwen2.5-tau2-119160.out,Qwen2.5-tau2,,,model=qwen2.5-7b-instruct; fault=clean; seed=2; range=0 -> 10; output=/gpfs/projects/imt526a/group2/agent-reliability/results/qwen2.5-7b-instruct/clean/seed_2,,,,,,,,,,,,,,,,,qwen2.5-7b-instruct,clean,2,0 -> 10,/gpfs/projects/imt526a/group2/agent-reliability/results/qwen2.5-7b-instruct/clean/seed_2,,,,,,,,,,,,,,,
qwen3-14b-10-119183.out,qwen3-14b-10,,,domain=retail; agent=llm_agent; user=user_simulator; concurrency=3,,,,,,,,,,,,,,,,,,,,,,,,retail,Default,All,1,200,10,llm_agent,hosted_vllm/Qwen/Qwen3-14B,user_simulator,gpt-4o-mini,Not specified,3,False
vllm-qwen3-14b-119183.log,qwen3-14b,,,served_model_name=Qwen/Qwen3-14B; vllm_model=Qwen/Qwen3-14B; architecture=Qwen3ForCausalLM; max_model_len=40960; dtype=bfloat16; tool_call_parser=hermes; enforce_eager=True,,,,,,Qwen/Qwen3-14B,Qwen/Qwen3-14B,bfloat16,True,hermes,Qwen/Qwen3-14B,vllm,True,127.0.0.1,Qwen3ForCausalLM,40960,,,,,,,,,,,,,,,,,,,,
Rollout-Min3-8B-tau2-119219.out,Min3-8B-tau2,,,model=Mixtral-8x7B-Instruct-v0; fault=clean; seed=2; range=0 -> 10; output=/gpfs/projects/imt526a/group2/agent-reliability/results/Mixtral-8x7B-Instruct-v0/clean/seed_2,,,,,,,,,,,,,,,,,Mixtral-8x7B-Instruct-v0,clean,2,0 -> 10,/gpfs/projects/imt526a/group2/agent-reliability/results/Mixtral-8x7B-Instruct-v0/clean/seed_2,,,,,,,,,,,,,,,
qwen3-14b-10-119220.out,qwen3-14b-10,,,domain=retail; agent=llm_agent; user=user_simulator; concurrency=3,,,,,,,,,,,,,,,,,,,,,,,,retail,Default,All,1,200,10,llm_agent,hosted_vllm/Qwen/Qwen3-14B,user_simulator,gpt-4o-mini,Not specified,3,False
vllm-qwen3-14b-119220.log,qwen3-14b,,,served_model_name=Qwen/Qwen3-14B; vllm_model=Qwen/Qwen3-14B; architecture=Qwen3ForCausalLM; max_model_len=40960; dtype=bfloat16; tool_call_parser=hermes; enforce_eager=True,,,,,,Qwen/Qwen3-14B,Qwen/Qwen3-14B,bfloat16,True,hermes,Qwen/Qwen3-14B,vllm,True,127.0.0.1,Qwen3ForCausalLM,40960,,,,,,,,,,,,,,,,,,,,
qwen3-14b-10-119228.out,qwen3-14b-10,,,domain=retail; agent=llm_agent; user=user_simulator; concurrency=1,,,,,,,,,,,,,,,,,,,,,,,,retail,Default,All,1,300,10,llm_agent,hosted_vllm/Qwen/Qwen3-14B,user_simulator,gpt-4o-mini,Not specified,1,False
vllm-qwen3-14b-119228.log,qwen3-14b,,,served_model_name=Qwen/Qwen3-14B; vllm_model=Qwen/Qwen3-14B; architecture=Qwen3ForCausalLM; max_model_len=40960; dtype=bfloat16; tool_call_parser=hermes; enforce_eager=True,,,,,,Qwen/Qwen3-14B,Qwen/Qwen3-14B,bfloat16,True,hermes,Qwen/Qwen3-14B,vllm,True,127.0.0.1,Qwen3ForCausalLM,40960,,,,,,,,,,,,,,,,,,,,
llama31-8b-10-119242.out,llama31-8b-10,,,served_model_name=meta-llama/Llama-3.1-8B-Instruct; vllm_model=meta-llama/Llama-3.1-8B-Instruct; dtype=bfloat16; tool_call_parser=llama3_json; enforce_eager=True,,,,,,meta-llama/Llama-3.1-8B-Instruct,meta-llama/Llama-3.1-8B-Instruct,bfloat16,True,llama3_json,meta-llama/Llama-3.1-8B-Instruct,vllm,True,127.0.0.1,,,,,,,,,,,,,,,,,,,,,,
vllm-llama31-8b-119242.log,llama31-8b,,,served_model_name=meta-llama/Llama-3.1-8B-Instruct; vllm_model=meta-llama/Llama-3.1-8B-Instruct; dtype=bfloat16; tool_call_parser=llama3_json; enforce_eager=True,,,,,,meta-llama/Llama-3.1-8B-Instruct,meta-llama/Llama-3.1-8B-Instruct,bfloat16,True,llama3_json,meta-llama/Llama-3.1-8B-Instruct,vllm,True,127.0.0.1,,,,,,,,,,,,,,,,,,,,,,
llama31-8b-10-119244.out,llama31-8b-10,,,domain=retail; agent=llm_agent; user=user_simulator; concurrency=3,,,,,,,,,,,,,,,,,,,,,,,,retail,Default,All,1,300,10,llm_agent,hosted_vllm/meta-llama/Llama-3.1-8B-Instruct,user_simulator,gpt-4o-mini,Not specified,3,False
vllm-llama31-8b-119244.log,llama31-8b,,,served_model_name=meta-llama/Llama-3.1-8B-Instruct; vllm_model=/gpfs/projects/imt526a/group2/agent-reliability/models/Llama-3.1-8B-Instruct; architecture=LlamaForCausalLM; max_model_len=8192; dtype=bfloat16; tool_call_parser=llama3_json; enforce_eager=True,,,,,,/gpfs/projects/imt526a/group2/agent-reliability/models/Llama-3.1-8B-Instruct,/gpfs/projects/imt526a/group2/agent-reliability/models/Llama-3.1-8B-Instruct,bfloat16,True,llama3_json,meta-llama/Llama-3.1-8B-Instruct,vllm,True,127.0.0.1,LlamaForCausalLM,8192,,,,,,,,,,,,,,,,,,,,
llama31-8b-10-119252.out,llama31-8b-10,,,domain=retail; agent=llm_agent; user=user_simulator; concurrency=3,,,,,,,,,,,,,,,,,,,,,,,,retail,Default,All,1,300,10,llm_agent,hosted_vllm/meta-llama/Llama-3.1-8B-Instruct,user_simulator,gpt-4o-mini,Not specified,3,False
vllm-llama31-8b-119252.log,llama31-8b,,,served_model_name=meta-llama/Llama-3.1-8B-Instruct; vllm_model=/gpfs/projects/imt526a/group2/agent-reliability/models/Llama-3.1-8B-Instruct; architecture=LlamaForCausalLM; max_model_len=8192; dtype=bfloat16; tool_call_parser=llama3_json; enforce_eager=True,,,,,,/gpfs/projects/imt526a/group2/agent-reliability/models/Llama-3.1-8B-Instruct,/gpfs/projects/imt526a/group2/agent-reliability/models/Llama-3.1-8B-Instruct,bfloat16,True,llama3_json,meta-llama/Llama-3.1-8B-Instruct,vllm,True,127.0.0.1,LlamaForCausalLM,8192,,,,,,,,,,,,,,,,,,,,
mistral32-10-119306.out,mistral32-10,,,domain=retail; agent=llm_agent; user=user_simulator; concurrency=3,,,,,,,,,,,,,,,,,,,,,,,,retail,Default,All,1,300,10,llm_agent,hosted_vllm/mistralai/Mistral-Small-3.2-24B-Instruct-2506,user_simulator,gpt-4o-mini,Not specified,3,False
vllm-mistral-small32-24b-119306.log,mistral-small32-24b,,,served_model_name=mistralai/Mistral-Small-3.2-24B-Instruct-2506; vllm_model=mistralai/Mistral-Small-3.2-24B-Instruct-2506; architecture=PixtralForConditionalGeneration; max_model_len=8192; dtype=bfloat16; tool_call_parser=mistral; enforce_eager=True,,,,,,mistralai/Mistral-Small-3.2-24B-Instruct-2506,mistralai/Mistral-Small-3.2-24B-Instruct-2506,bfloat16,True,mistral,mistralai/Mistral-Small-3.2-24B-Instruct-2506,vllm,True,127.0.0.1,PixtralForConditionalGeneration,8192,,,,,,,,,,,,,,,,,,,,
Rollout-Min3-8B-tau2-119308.out,Min3-8B-tau2,,,model=Mixtral-8x7B-Instruct-v0; fault=clean; seed=2; range=0 -> 10; served_model_name=Mixtral-8x7B-Instruct-v0; vllm_model=/gpfs/projects/imt526a/group2/agent-reliability/models/Mixtral-8x7B-Instruct-v0; architecture=MixtralForCausalLM; max_model_len=16384; dtype=bfloat16; tool_call_parser=hermes; output=/gpfs/projects/imt526a/group2/agent-reliability/results/Mixtral-8x7B-Instruct-v0/clean/seed_2,,,,,,/gpfs/projects/imt526a/group2/agent-reliability/models/Mixtral-8x7B-Instruct-v0,/gpfs/projects/imt526a/group2/agent-reliability/models/Mixtral-8x7B-Instruct-v0,bfloat16,,hermes,Mixtral-8x7B-Instruct-v0,,True,127.0.0.1,MixtralForCausalLM,16384,Mixtral-8x7B-Instruct-v0,clean,2,0 -> 10,/gpfs/projects/imt526a/group2/agent-reliability/results/Mixtral-8x7B-Instruct-v0/clean/seed_2,,,,,,,,,,,,,,,
mistral32-10-119320.out,mistral32-10,,,domain=retail; agent=llm_agent; user=user_simulator; concurrency=3,,,,,,,,,,,,,,,,,,,,,,,,retail,Default,All,1,300,10,llm_agent,hosted_vllm/mistralai/Mistral-Small-3.2-24B-Instruct-2506,user_simulator,gpt-4o-mini,Not specified,3,False
vllm-mistral-small32-24b-119320.log,mistral-small32-24b,,,served_model_name=mistralai/Mistral-Small-3.2-24B-Instruct-2506; vllm_model=mistralai/Mistral-Small-3.2-24B-Instruct-2506; architecture=PixtralForConditionalGeneration; max_model_len=8192; dtype=bfloat16; tool_call_parser=mistral; enforce_eager=True,,,,,,mistralai/Mistral-Small-3.2-24B-Instruct-2506,mistralai/Mistral-Small-3.2-24B-Instruct-2506,bfloat16,True,mistral,mistralai/Mistral-Small-3.2-24B-Instruct-2506,vllm,True,127.0.0.1,PixtralForConditionalGeneration,8192,,,,,,,,,,,,,,,,,,,,
llama31-8b-10-119321.out,llama31-8b-10,,,domain=retail; agent=llm_agent; user=user_simulator; concurrency=3,,,,,,,,,,,,,,,,,,,,,,,,retail,Default,All,1,300,10,llm_agent,hosted_vllm/meta-llama/Llama-3.1-8B-Instruct,user_simulator,gpt-4o-mini,Not specified,3,False
vllm-llama31-8b-119321.log,llama31-8b,,,served_model_name=meta-llama/Llama-3.1-8B-Instruct; vllm_model=/gpfs/projects/imt526a/group2/agent-reliability/models/Llama-3.1-8B-Instruct; architecture=LlamaForCausalLM; max_model_len=8192; dtype=bfloat16; tool_call_parser=llama3_json; enforce_eager=True,,,,,,/gpfs/projects/imt526a/group2/agent-reliability/models/Llama-3.1-8B-Instruct,/gpfs/projects/imt526a/group2/agent-reliability/models/Llama-3.1-8B-Instruct,bfloat16,True,llama3_json,meta-llama/Llama-3.1-8B-Instruct,vllm,True,127.0.0.1,LlamaForCausalLM,8192,,,,,,,,,,,,,,,,,,,,
Rollout-Min3-8B-tau2-119327.out,Min3-8B-tau2,,,model=Mixtral-8x7B-Instruct-v0; fault=clean; seed=2; range=0 -> 10; domain=retail; agent=llm_agent; user=user_simulator; output=/gpfs/projects/imt526a/group2/agent-reliability/results/Mixtral-8x7B-Instruct-v0/clean/seed_2,,,,,,,,,,,,,,,,,Mixtral-8x7B-Instruct-v0,clean,2,0 -> 10,/gpfs/projects/imt526a/group2/agent-reliability/results/Mixtral-8x7B-Instruct-v0/clean/seed_2,,,retail,Default,All,1,200,10,llm_agent,hosted_vllm/Mixtral-8x7B-Instruct-v0,user_simulator,o4-mini,,,
Rollout-Min3-8B-tau2-119423.out,Min3-8B-tau2,,,model=Mixtral-8x7B-Instruct-v0; fault=clean; seed=2; range=0 -> 10; output=/gpfs/projects/imt526a/group2/agent-reliability/results/Mixtral-8x7B-Instruct-v0/clean/seed_2,,,,,,,,,,,,,,,,,Mixtral-8x7B-Instruct-v0,clean,2,0 -> 10,/gpfs/projects/imt526a/group2/agent-reliability/results/Mixtral-8x7B-Instruct-v0/clean/seed_2,,,,,,,,,,,,,,,
Rollout-Min3-8B-tau2-119430.out,Min3-8B-tau2,,,model=Mixtral-8x7B-Instruct-v0; fault=clean; seed=2; range=0 -> 10; output=/gpfs/projects/imt526a/group2/agent-reliability/results/Mixtral-8x7B-Instruct-v0/clean/seed_2,,,,,,,,,,,,,,,,,Mixtral-8x7B-Instruct-v0,clean,2,0 -> 10,/gpfs/projects/imt526a/group2/agent-reliability/results/Mixtral-8x7B-Instruct-v0/clean/seed_2,,,,,,,,,,,,,,,
Rollout-Min3-8B-tau2-119512.out,Min3-8B-tau2,,,model=Mixtral-8x7B-Instruct-v0; fault=clean; seed=2; range=0 -> 10; domain=retail; agent=llm_agent; user=user_simulator; output=/gpfs/projects/imt526a/group2/agent-reliability/results/Mixtral-8x7B-Instruct-v0/clean/seed_2,,,,,,,,,,,,,,,,,Mixtral-8x7B-Instruct-v0,clean,2,0 -> 10,/gpfs/projects/imt526a/group2/agent-reliability/results/Mixtral-8x7B-Instruct-v0/clean/seed_2,,,retail,Default,All,1,200,10,llm_agent,hosted_vllm/Mixtral-8x7B-Instruct-v0,user_simulator,o4-mini,,,
Rollout-Min3-8B-tau2-119513.out,Min3-8B-tau2,,,model=Mixtral-8x7B-Instruct-v0; fault=clean; seed=2; range=0 -> 10; domain=retail; agent=llm_agent; user=user_simulator; output=/gpfs/projects/imt526a/group2/agent-reliability/results/Mixtral-8x7B-Instruct-v0/clean/seed_2,,,,,,,,,,,,,,,,,Mixtral-8x7B-Instruct-v0,clean,2,0 -> 10,/gpfs/projects/imt526a/group2/agent-reliability/results/Mixtral-8x7B-Instruct-v0/clean/seed_2,,,retail,Default,All,1,200,10,llm_agent,hosted_vllm/Mixtral-8x7B-Instruct-v0,user_simulator,o4-mini,,,
Rollout-Qwen2.5-tau2-119520.out,Qwen2.5-tau2,,,model=Qwen3-8B; fault=clean; seed=3; range=0 -> 9; served_model_name=Qwen/Qwen3-14B; vllm_model=Qwen/Qwen3-14B; architecture=Qwen3ForCausalLM; max_model_len=40960; dtype=bfloat16; tool_call_parser=hermes; enforce_eager=True; output=/gpfs/projects/imt526a/group2/agent-reliability/results/Qwen3-8B/clean/seed_3,,,,,,Qwen/Qwen3-14B,Qwen/Qwen3-14B,bfloat16,True,hermes,Qwen/Qwen3-14B,vllm,True,127.0.0.1,Qwen3ForCausalLM,40960,Qwen3-8B,clean,3,0 -> 9,/gpfs/projects/imt526a/group2/agent-reliability/results/Qwen3-8B/clean/seed_3,,,,,,,,,,,,,,,
